name,year,rating,metacritic
Assassin's Creed Altaïr's Chronicles,2008,3.38,58.0
Haze,2008,2.71,55.0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008,4.0,79.0
The Chronicles of Narnia: Prince Caspian,2008,3.87,60.0
Outcry,2008,4.4,63.0
Tower Bloxx Deluxe,2008,3.4,62.0
Sonic Chronicles: The Dark Brotherhood,2008,2.18,74.0
Warhammer Online: Age of Reckoning,2008,4.08,86.0
The Sims 2: FreeTime,2008,4.12,74.0
Age of Conan: Hyborian Adventures,2008,2.7,80.0
Etrian Odyssey II: Heroes of Lagaard,2008,3.83,82.0
Midnight Club: L.A. Remix,2008,4.0,79.0
Suikoden: Tierkreis,2008,4.11,76.0
Rayman Raving Rabbids TV Party,2008,3.21,73.0
Trauma Center: Under the Knife 2,2008,4.17,79.0
Dragon Ball Z: Infinite World,2008,3.82,48.0
Final Fantasy Crystal Chronicles: My Life as a King,2008,3.14,80.0
FlatOut: Head On,2008,4.25,74.0
Harvest Moon: Tree of Tranquility,2008,4.17,65.0
MySims Kingdom,2008,4.0,76.0
Castlevania Judgment,2008,1.33,49.0
Untold Legends: Brotherhood of the Blade,2008,1.75,68.0
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,2008,4.0,64.0
Disaster: Day of Crisis,2008,3.67,69.0
Left 4 Dead 2,2009,4.09,89.0
Borderlands,2009,3.82,81.0
Minecraft,2009,4.43,83.0
Brutal Legend,2009,3.64,80.0
Assassin's Creed II,2009,4.42,89.0
Resident Evil 5,2009,3.82,86.0
Call of Duty: Modern Warfare 2,2009,4.27,86.0
Killing Floor,2009,3.45,72.0
Dragon Age: Origins,2009,4.39,91.0
Bayonetta,2009,4.3,90.0
Batman: Arkham Asylum,2009,4.4,91.0
Fallout 3: Game of the Year Edition,2009,4.14,91.0
Trine Enchanted Edition,2009,3.83,80.0
F.E.A.R. 2: Project Origin,2009,3.86,79.0
Burnout Paradise: The Ultimate Box,2009,3.98,87.0
Machinarium,2009,4.18,85.0
Red Faction: Guerrilla,2009,3.67,82.0
S.T.A.L.K.E.R.: Call of Pripyat,2009,4.27,80.0
The Elder Scrolls IV: Oblivion Game of the Year Edition,2009,4.32,94.0
Torchlight,2009,3.71,83.0
Uncharted 2: Among Thieves,2009,4.39,96.0
FINAL FANTASY XIII,2009,3.46,77.0
Prototype,2009,3.79,79.0
Serious Sam HD:  The First Encounter,2009,3.92,68.0
Overlord II,2009,3.79,79.0
ArmA II,2009,3.19,77.0
Risen,2009,3.81,77.0
Tropico 3,2009,3.36,79.0
Company of Heroes: Tales of Valor,2009,3.39,70.0
"Warhammer 40,000: Dawn of War II",2009,3.96,85.0
STAR WARS - The Force Unleashed Ultimate Sith Edition,2009,3.83,65.0
Command & Conquer: Red Alert 3 - Uprising,2009,3.6,64.0
Two Worlds Epic Edition,2009,2.79,65.0
Mini Ninjas,2009,3.5,74.0
Flower,2009,3.97,89.0
The Secret of Monkey Island: Special Edition,2009,4.19,86.0
Demon's Souls,2009,4.28,89.0
The Sims 3,2009,4.03,86.0
Operation Flashpoint: Dragon Rising,2009,2.78,76.0
Plants vs. Zombies,2009,4.26,86.0
Empire: Total War,2009,3.78,90.0
Crayon Physics Deluxe,2009,3.51,79.0
Mount & Blade: With Fire & Sword,2009,3.87,68.0
King's Bounty: Armored Princess,2009,4.11,82.0
Zeno Clash,2009,3.59,77.0
Call of Juarez: Bound in Blood,2009,3.91,78.0
Osmos,2009,3.7,80.0
And Yet It Moves,2009,2.9,75.0
Cogs,2009,2.74,73.0
Bionic Commando (2009),2009,3.22,69.0
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition Double Pack",2009,2.21,84.0
Ticket to Ride,2009,3.56,91.0
Need for Speed: Shift,2009,3.56,83.0
Halo 3: ODST,2009,4.04,83.0
Penumbra: Black Plague Gold Edition,2009,3.87,78.0
inFamous,2009,4.03,85.0
Shatter,2009,3.17,84.0
STEINS;GATE,2009,4.37,87.0
AI War: Fleet Command,2009,2.56,80.0
Gratuitous Space Battles,2009,2.57,72.0
Velvet Assassin,2009,2.92,61.0
The Saboteur,2009,3.81,66.0
SPORE Galactic Adventures,2009,3.74,70.0
Colin McRae: DiRT 2,2009,4.04,88.0
League of Legends,2009,3.66,78.0
Men of War,2009,3.75,80.0
Street Fighter IV,2009,3.79,91.0
PixelJunk Shooter,2009,3.38,73.0
Battlestations Pacific,2009,2.62,74.0
Hearts of Iron III,2009,3.49,77.0
Still Life 2,2009,2.92,67.0
Wolfenstein,2009,3.78,72.0
Painkiller: Resurrection,2009,2.85,38.0
The Chronicles of Riddick: Assault on Dark Athena,2009,3.95,81.0
Forza Motorsport 3,2009,3.83,92.0
Altitude,2009,2.45,79.0
Battlefield 1943,2009,3.76,84.0
LEGO Indiana Jones 2: The Adventure Continues,2009,3.66,66.0
NecroVision,2009,3.01,63.0
Men of War: Red Tide,2009,3.45,77.0
Might and Magic Clash of Heroes,2009,3.91,76.0
FIFA 10,2009,3.47,84.0
Killzone 2,2009,3.98,91.0
Tales of Monkey Island Complete Pack,2009,3.62,79.0
Marvel: Ultimate Alliance 2,2009,3.74,81.0
Zuma's Revenge!,2009,3.84,78.0
America's Army 3,2009,2.03,70.0
Death to Spies 2: Moment of Truth,2009,3.52,73.0
Sherlock Holmes versus Jack the Ripper,2009,3.8,73.0
FUEL,2009,3.26,67.0
Order of War,2009,2.5,69.0
Runaway 3: A Twist of Fate,2009,3.98,79.0
Yakuza 3,2009,4.12,79.0
A Boy and His Blob,2009,3.05,72.0
Disciples III - Renaissance,2009,3.03,56.0
Drakensang,2009,3.65,75.0
Damnation,2009,2.61,41.0
Pokémon Platinum,2009,4.39,83.0
The Path,2009,3.49,79.0
Demigod,2009,3.22,76.0
Shadow Complex,2009,4.1,88.0
The Maw,2009,3.44,75.0
The Godfather II,2009,3.59,65.0
WET,2009,3.42,70.0
New Super Mario Bros. Wii,2009,4.06,87.0
Skate 2,2009,4.2,84.0
Majesty 2,2009,3.84,72.0
Dangerous High School Girls in Trouble!,2009,2.0,81.0
AaAaAA!!! - A Reckless Disregard for Gravity,2009,3.12,81.0
Agarest: Generations of War,2009,3.08,45.0
Gyromancer,2009,2.59,71.0
Burn Zombie Burn!,2009,2.38,72.0
Grand Ages: Rome,2009,2.8,72.0
James Cameron's AVATAR: The Game,2009,2.93,60.0
Harry Potter and the Half-Blood Prince,2009,3.46,64.0
Rig n Roll,2009,2.79,61.0
Worms 2: Armageddon,2009,3.99,80.0
Anno 1404,2009,4.3,82.0
Shattered Horizon,2009,2.73,72.0
Tom Clancy's H.A.W.X.,2009,3.83,75.0
Mushroom Wars,2009,3.28,80.0
Magic: The Gathering - Duels of the Planeswalkers,2009,3.34,72.0
Kingdom Hearts 358/2 Days,2009,3.83,75.0
Fat Princess,2009,3.62,79.0
Elven Legacy,2009,3.11,71.0
Grand Theft Auto: Chinatown Wars,2009,3.88,90.0
Persona 3 Portable,2009,4.5,84.0
The Legend of Zelda: Spirit Tracks,2009,3.91,87.0
X-Men Origins: Wolverine,2009,4.04,75.0
Watchmen: The End is Nigh,2009,3.07,61.0
Ninja Blade,2009,3.36,61.0
Twin Sector,2009,1.75,49.0
Reign: Conflict of Nations,2009,2.0,60.0
Terminator Salvation,2009,2.49,47.0
Rogue Warrior,2009,2.25,29.0
Angry Birds,2009,3.87,80.0
Roogoo,2009,1.69,72.0
Alter Ego,2009,2.54,59.0
The Whispered World,2009,3.86,70.0
The Lord of the Rings: Conquest,2009,3.28,55.0
Assassin's Creed: Bloodlines,2009,3.59,63.0
Saw: The Video Game,2009,3.1,58.0
IL-2 Sturmovik Birds of Prey,2009,3.4,78.0
Fortix,2009,2.96,58.0
Wheelman,2009,2.93,63.0
Dark Fall 3: Lost Souls,2009,2.47,75.0
Dead Space: Extraction,2009,3.48,80.0
Silent Hill: Shattered Memories,2009,4.09,78.0
Ceville,2009,2.8,73.0
Madballs in Babo:Invasion,2009,3.18,79.0
Death Track: Resurrection,2009,1.89,53.0
Helldorado,2009,3.11,65.0
Grand Theft Auto IV: The Lost and Damned,2009,4.05,89.0
Wanted: Weapons of Fate,2009,3.28,62.0
Grand Theft Auto IV: The Ballad of Gay Tony,2009,4.2,88.0
G-Force: The Video Game,2009,3.32,61.0
Watchmen: The End is Nigh Part 2,2009,3.13,44.0
Elven Legacy: Ranger,2009,3.0,68.0
Hearts of Iron 2 Complete,2009,3.43,83.0
Guitar Hero: Metallica,2009,4.26,85.0
3D Dot Game Heroes,2009,3.55,77.0
Wii Sports Resort,2009,4.2,80.0
Restaurant Empire II,2009,2.78,64.0
Way of the Samurai 3,2009,3.33,56.0
Lego Rock Band,2009,3.57,75.0
Mario and Luigi: Bowser's Inside Story,2009,4.33,90.0
Bob Came in Pieces,2009,2.0,73.0
Transformers: Revenge of the Fallen,2009,2.81,61.0
Zombie Driver,2009,2.86,60.0
Ys SEVEN,2009,4.15,80.0
Ratchet and Clank: A Crack in Time,2009,4.4,87.0
Clutch,2009,2.5,51.0
FLOCK! (2009),2009,3.0,65.0
Secret Files 2: Puritas Cordis,2009,3.82,64.0
Afro Samurai,2009,3.37,65.0
NHL 10,2009,3.4,88.0
Supreme Ruler 2020 Gold,2009,1.67,65.0
East India Company,2009,2.38,67.0
Ace Attorney Investigations - Miles Edgeworth,2009,4.19,78.0
Blueberry Garden,2009,3.09,68.0
ShellShock 2: Blood Trails,2009,2.56,35.0
Puzzle Quest: Galactrix,2009,2.38,72.0
Metroid Prime: Trilogy,2009,4.45,91.0
Jet Car Stunts,2009,3.22,57.0
Fallout 3: The Pitt,2009,3.86,76.0
Fallout 3: Operation Anchorage,2009,3.6,66.0
God of War Collection,2009,4.25,82.0
Virtua Tennis 2009,2009,3.83,70.0
World in Conflict: Soviet Assault,2009,4.15,72.0
Fallout 3: Point Lookout,2009,4.01,79.0
Fallout 3: Broken Steel,2009,3.84,81.0
Fallout 3: Mothership Zeta,2009,3.39,66.0
Sea Dogs: City of Abandoned Ships,2009,4.07,61.0
Sonic's Ultimate Genesis Collection,2009,3.86,80.0
South Park,2009,3.25,72.0
Ice Age: Dawn of the Dinosaurs,2009,3.84,59.0
Katamari Forever,2009,4.35,74.0
Lucidity,2009,2.56,59.0
Fire Emblem: Shadow Dragon,2009,3.84,81.0
Tekken 6 (PSP),2009,4.03,80.0
Stormrise,2009,1.83,47.0
Jak and Daxter: The Lost Frontier,2009,2.96,72.0
Dragon Quest IX: Sentinels of the Starry Skies,2009,4.42,87.0
NBA 2K10,2009,3.56,83.0
MadWorld,2009,4.13,81.0
F.E.A.R. 2: Reborn,2009,3.62,57.0
Art of Murder: Hunt for the Puppeteer,2009,2.62,56.0
Babel Rising,2009,3.23,56.0
Monster Hunter Freedom Unite,2009,4.24,84.0
Tiger Woods PGA Tour 10,2009,3.5,80.0
NCAA Football 10,2009,3.77,82.0
Nancy Drew: Warnings at Waverly Academy,2009,4.06,76.0
Little King's Story,2009,3.73,62.0
Divinity 2: Ego Draconis,2009,3.58,67.0
Battlefield Heroes,2009,3.46,69.0
Darkest of Days,2009,3.24,51.0
MagnaCarta 2,2009,3.79,69.0
Resistance: Retribution,2009,3.53,81.0
Nancy Drew: Ransom of the Seven Ships,2009,3.62,78.0
Sonic Rivals,2009,2.9,64.0
Nancy Drew Dossier: Resorting to Danger!,2009,3.0,77.0
Bakugan: Battle Brawlers,2009,3.76,62.0
The Settlers: Rise Of An Empire Gold Edition,2009,3.64,66.0
Sonic and the Black Knight,2009,3.11,54.0
CellFactor: Psychokinetic Wars,2009,3.29,70.0
Wii Fit Plus,2009,3.62,80.0
Rabbids Go Home,2009,3.92,78.0
Blood Bowl,2009,2.71,65.0
Football Manager 2010,2009,3.78,85.0
Unbound Saga,2009,2.71,51.0
MotorStorm: Arctic Edge,2009,4.05,79.0
Dynasty Warriors: Strikeforce,2009,2.75,63.0
Tenchu: Shadow Assassins,2009,3.79,68.0
Need for Speed: NITRO,2009,2.88,69.0
LocoRoco Midnight Carnival,2009,4.2,73.0
Tony Hawk: RIDE,2009,2.0,45.0
Delta Force: Xtreme 2,2009,2.57,40.0
Ninja Gaiden Sigma 2,2009,4.06,74.0
Indiana Jones and the Staff Of Kings,2009,3.55,55.0
Me & My Katamari,2009,4.17,75.0
Prince of Persia: Epilogue,2009,4.0,68.0
Legend - Hand of God,2009,2.0,57.0
N.O.V.A.,2009,4.33,94.0
Cities XL,2009,4.0,69.0
Prinny: Can I Really Be The Hero?,2009,4.12,72.0
Just Dance,2009,3.6,49.0
Naruto Shippuden: Legends: Akatsuki Rising,2009,3.7,60.0
Bakugan: Battle Brawlers (NDS),2009,4.12,62.0
DOOM II RPG,2009,4.08,80.0
Rune Factory: Frontier,2009,4.27,79.0
Guild Wars Factions,2009,4.25,84.0
Guild Wars Nightfall,2009,4.4,84.0
Castlevania: The Adventure ReBirth,2009,3.83,78.0
WipEout Pulse,2009,4.0,82.0
Star Wars The Clone Wars: Republic Heroes,2009,2.88,46.0
The Conduit HD,2009,3.0,69.0
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,2009,3.29,58.0
Harvest Moon: Hero of Leaf Valley,2009,3.33,74.0
Disgaea 2: Dark Hero Days,2009,4.0,82.0
Tomb Raider: Underworld - Lara's Shadow,2009,3.33,66.0
Guild Wars - Game of the Year Edition,2009,3.33,89.0
Ar tonelico II: Melody of Metafalica,2009,4.0,71.0
Cars Race-O-Rama,2009,3.88,58.0
Game Center CX: Arino no Chousenjou,2009,4.0,77.0
Spec Ops: Ranger Elite,2009,3.0,48.0
Saints Row 2: Ultor Exposed,2009,3.17,51.0
Limbo,2010,4.14,88.0
Metro 2033,2010,3.94,79.0
BioShock 2,2010,4.07,88.0
Alan Wake,2010,4.1,83.0
Amnesia: The Dark Descent,2010,3.65,85.0
Fallout: New Vegas,2010,4.43,84.0
Sid Meier's Civilization V,2010,4.29,90.0
Super Meat Boy,2010,3.98,87.0
Mass Effect 2,2010,4.46,94.0
Just Cause 2,2010,3.62,84.0
Batman: Arkham Asylum Game of the Year Edition,2010,4.38,91.0
SEGA Mega Drive and Genesis Classics,2010,2.98,76.0
Mafia II,2010,4.24,77.0
Heavy Rain,2010,4.12,80.0
Darksiders,2010,3.76,83.0
Red Dead Redemption,2010,4.42,95.0
Call of Duty: Black Ops,2010,4.05,81.0
Assassin’s Creed Brotherhood,2010,4.27,88.0
Lara Croft and the Guardian of Light,2010,3.43,82.0
Medal of Honor,2010,3.28,72.0
Alien Swarm,2010,3.33,77.0
Battlefield: Bad Company 2,2010,4.13,87.0
Mount & Blade: Warband,2010,4.35,78.0
VVVVVV,2010,3.77,81.0
Plants vs. Zombies GOTY Edition,2010,4.33,87.0
World of Tanks,2010,2.91,78.0
Dead Rising 2,2010,3.54,78.0
Alpha Protocol,2010,3.54,72.0
Need For Speed: Hot Pursuit,2010,3.86,86.0
STAR WARS: The Force Unleashed II,2010,3.65,59.0
Kane & Lynch 2: Dog Days,2010,3.26,66.0
Serious Sam HD: The Second Encounter,2010,3.89,76.0
Vanquish,2010,4.02,79.0
Tom Clancy's Splinter Cell: Conviction,2010,3.85,83.0
ArmA II: Operation Arrowhead,2010,3.27,73.0
Fable III,2010,3.73,78.0
Assassin's Creed 2 Deluxe Edition,2010,4.33,86.0
Gothic II: Gold Edition,2010,4.4,79.0
Dungeon Defenders,2010,3.33,81.0
Halo: Reach,2010,4.29,91.0
Dragon Age: Origins - Ultimate Edition,2010,4.44,88.0
Cave Story+,2010,3.95,83.0
Two Worlds II,2010,3.03,76.0
Poker Night at the Inventory,2010,3.4,71.0
Shank,2010,3.66,67.0
LEGO Harry Potter: Years 1-4,2010,3.81,79.0
Aliens vs. Predator,2010,3.56,68.0
"Warhammer 40,000: Dawn of War II Chaos Rising",2010,3.95,85.0
Back to the Future: The Game,2010,3.43,74.0
Puzzle Agent,2010,3.17,70.0
Sniper: Ghost Warrior,2010,3.0,55.0
Prince of Persia: The Forgotten Sands,2010,3.63,75.0
Supreme Commander 2,2010,3.28,77.0
God of War III,2010,4.41,92.0
Beat Hazard,2010,3.63,70.0
Worms Reloaded,2010,3.68,79.0
Danganronpa: Trigger Happy Havoc,2010,4.28,82.0
Monkey Island 2 Special Edition: LeChuck’s Revenge,2010,4.26,87.0
Alien Breed 2: Assault,2010,2.65,63.0
Alien Breed: Impact,2010,2.95,64.0
ArcaniA,2010,2.44,63.0
Dante's Inferno,2010,3.94,75.0
King's Bounty: Crossworlds,2010,3.91,78.0
Singularity,2010,4.0,76.0
Lead and Gold: Gangs of the Wild West,2010,2.53,70.0
Revenge of the Titans,2010,2.99,79.0
Napoleon: Total War,2010,3.69,81.0
Bejeweled 3,2010,3.47,82.0
Split/Second,2010,3.95,79.0
Skate 3,2010,4.16,80.0
StarCraft II,2010,4.39,93.0
Sonic & SEGA All-Stars Racing,2010,3.69,65.0
The Guild II,2010,3.32,61.0
HOARD,2010,2.66,65.0
Castlevania: Lords of Shadow,2010,3.93,84.0
Alien Breed 3: Descent,2010,2.82,64.0
Pinball FX2,2010,3.32,84.0
Lost Planet 2,2010,3.35,63.0
RUSH,2010,2.6,73.0
Dragon Age: Origins Awakening,2010,4.46,82.0
Blood Bowl Legendary Edition,2010,2.56,73.0
Enslaved: Odyssey to the West,2010,4.01,77.0
Avencast: Rise of the Mage,2010,2.06,68.0
The Guild II Renaissance,2010,3.54,56.0
Iron Brigade,2010,2.77,75.0
The Ball,2010,2.67,68.0
Victoria II,2010,3.84,75.0
Recettear: An Item Shop's Tale,2010,3.82,82.0
God of War: Ghost of Sparta,2010,4.15,86.0
Greed Corp,2010,2.98,76.0
Scott Pilgrim vs. the World: The Game,2010,4.13,75.0
The Guild II - Pirates of the European Seas,2010,3.12,63.0
Transformers: War for Cybertron,2010,3.69,75.0
Super Mario Galaxy 2,2010,4.34,97.0
BlazBlue Calamity Trigger,2010,3.69,86.0
"Pokémon HeartGold, SoulSilver",2010,4.39,87.0
Halo Wars,2010,3.63,82.0
Monday Night Combat,2010,2.88,82.0
Gran Turismo 5,2010,4.14,84.0
Perfect Dark Zero,2010,3.11,81.0
Yakuza 4,2010,4.17,78.0
Army of Two: The 40th Day,2010,3.59,74.0
TRON: Evolution - The Video Game,2010,2.97,57.0
Front Mission Evolved,2010,3.17,63.0
Dark Void,2010,2.88,57.0
Disney•Pixar Toy Story 3: The Video Game,2010,3.85,73.0
Toy Soldiers,2010,3.63,71.0
Doodle God,2010,3.14,64.0
The Misadventures of P.B. Winterbottom,2010,3.09,79.0
Viva Piñata: TIP,2010,3.31,82.0
R.U.S.E.,2010,3.56,77.0
Cut the Rope,2010,3.78,93.0
Command & Conquer 4: Tiberian Twilight,2010,2.45,64.0
NIER,2010,4.27,68.0
Kinect Sports,2010,3.29,73.0
Grotesque Tactics: Evil Heroes,2010,2.12,65.0
Sins of a Solar Empire: Trinity,2010,2.68,87.0
Galcon Fusion,2010,2.4,68.0
FIFA 11,2010,3.67,84.0
Trapped Dead,2010,2.2,50.0
Blur,2010,3.93,81.0
Tidalis,2010,2.42,75.0
Patrician IV,2010,3.65,66.0
Spider-Man: Shattered Dimensions,2010,3.89,73.0
skate.,2010,4.18,86.0
Disciples III - Resurrection,2010,2.89,63.0
nail'd,2010,3.3,69.0
Rock Band 3,2010,4.15,92.0
StarCraft II: Wings of Liberty,2010,4.57,93.0
Plain Sight,2010,2.43,76.0
Doc Clock: The Toasted Sandwich of Time,2010,2.65,62.0
Jolly Rover,2010,3.0,71.0
Metal Gear Solid: Peace Walker,2010,4.11,89.0
Patrician III,2010,3.32,75.0
Theatre of War 2: Africa 1943,2010,2.94,63.0
Puzzle Dimension,2010,3.57,79.0
Carcassonne,2010,3.88,63.0
Hydrophobia,2010,2.98,59.0
Lost Horizon,2010,3.55,77.0
F1 2010,2010,3.46,84.0
Fruit Ninja Classic,2010,3.67,75.0
Resonance of Fate,2010,3.67,73.0
Off-Road Drive,2010,3.41,60.0
Panzer Corps,2010,3.79,80.0
Razor2: Hidden Skies,2010,2.14,61.0
Blade Kitten,2010,3.53,52.0
Donkey Kong Country Returns,2010,4.38,85.0
Bloody Good Time,2010,2.34,73.0
World of Warcraft: Cataclysm,2010,4.04,90.0
Final Fantasy XIV,2010,4.18,82.0
Kingdom Hearts Birth by Sleep,2010,4.36,82.0
Nimbus,2010,3.0,80.0
UFO: Extraterrestrials Gold,2010,3.17,68.0
Red Dead Redemption: Undead Nightmare,2010,4.0,87.0
Xenoblade Chronicles,2010,4.36,89.0
Turba,2010,2.5,76.0
Secret of Mana,2010,3.27,60.0
Corpse Party,2010,3.7,71.0
Kaptain Brawe: A Brawe New World,2010,2.91,69.0
Sol Survivor,2010,3.08,75.0
BIT.TRIP FATE,2010,2.92,74.0
Ship Simulator Extremes,2010,2.12,49.0
Theatre of War 3: Korea,2010,3.15,49.0
Deadly Premonition,2010,3.94,67.0
No More Heroes 2: Desperate Struggle,2010,4.26,83.0
KINGDOM HEARTS Re:coded,2010,3.12,66.0
Need for Speed World,2010,3.01,62.0
Kinectimals,2010,2.85,76.0
The Kings' Crusade,2010,1.67,71.0
James Bond 007: Blood Stone,2010,3.42,63.0
Naughty Bear,2010,2.81,47.0
Dead Space Ignition,2010,2.64,36.0
Puzzle Quest 2,2010,3.42,83.0
Grand Theft Auto IV: Complete Edition,2010,4.59,95.0
Commander: Conquest of the Americas,2010,2.2,68.0
Who's That Flying?!,2010,2.1,76.0
Harry Potter and the Deathly Hallows: Part 1,2010,2.24,38.0
The UnderGarden,2010,3.18,67.0
Castlevania: Harmony of Despair,2010,3.31,68.0
NBA 2K11,2010,3.61,87.0
Blacklight: Tango Down,2010,2.4,65.0
Sonic Colors,2010,3.81,78.0
Earthworm Jim HD,2010,3.79,72.0
The Impossible Game,2010,3.62,64.0
Battlefield: Bad Company 2 - Vietnam,2010,4.09,86.0
NHL 11,2010,3.6,88.0
Art of Murder: Cards of Destiny,2010,2.8,57.0
Green Day: Rock Band,2010,4.14,76.0
Mass Effect 2: Overlord,2010,4.0,84.0
Kirby's Epic Yarn,2010,3.97,86.0
Disney Alice in Wonderland,2010,3.33,63.0
MAG,2010,2.62,76.0
Guitar Hero: Warriors of Rock,2010,4.08,73.0
Metroid: Other M,2010,3.3,79.0
BioShock 2: Minerva's Den,2010,4.1,82.0
Prison Break: The Conspiracy,2010,2.57,43.0
Iron Man 2,2010,2.18,45.0
Venetica,2010,3.32,50.0
NEOGEO BATTLE COLISEUM,2010,3.67,65.0
RISK: Factions,2010,3.44,77.0
Majin and the Forsaken Kingdom,2010,3.67,73.0
Divinity 2: The Dragon Knight Saga,2010,3.52,77.0
realMyst,2010,4.0,66.0
DEATHSMILES,2010,3.75,78.0
The 3rd Birthday,2010,4.0,71.0
Mass Effect 2: Lair of the Shadow Broker,2010,4.49,86.0
Din's Curse,2010,3.62,76.0
EA SPORTS Active 2,2010,2.57,75.0
Game Dev Story,2010,4.09,86.0
Silent Hunter V: Battle of the Atlantic,2010,3.89,62.0
NCAA Football 11,2010,3.47,86.0
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010,3.25,57.0
Sengoku Basara: Samurai Heroes,2010,3.74,61.0
Sky Fighter,2010,2.3,73.0
Ben 10 Ultimate Alien: Cosmic Destruction,2010,3.45,51.0
Shrek Forever After: The Game,2010,3.11,58.0
Quantum Theory,2010,2.46,40.0
Valkyria Chronicles II,2010,3.7,83.0
After Burner Climax,2010,3.22,69.0
Alan Wake: The Writer,2010,4.02,80.0
Alan Wake: The Signal,2010,3.9,75.0
Angry Birds Seasons,2010,3.55,78.0
Dead to Rights: Retribution,2010,3.28,60.0
NieR RepliCant,2010,4.21,68.0
Infinity Blade,2010,4.13,87.0
Happy Wheels,2010,3.77,73.0
Tiger Woods PGA Tour 11,2010,2.43,78.0
The Sly Collection,2010,4.46,85.0
Football Manager 2011,2010,3.95,80.0
Dante's Inferno (PSP),2010,3.93,70.0
Golden Sun: Dark Dawn,2010,4.26,79.0
Vandal Hearts: Flames of Judgment,2010,2.5,69.0
Disney Epic Mickey,2010,3.55,73.0
Splatterhouse (2010),2010,3.85,60.0
Kinect Adventures!,2010,3.46,61.0
Shin Megami Tensei: Strange Journey,2010,4.29,80.0
Motionsports,2010,2.2,40.0
Cities XL 2011,2010,3.44,70.0
GoldenEye 007 (Wii),2010,3.65,81.0
Mass Effect 2: Kasumi – Stolen Memory,2010,4.09,71.0
Heavy Rain Chronicles: Episode One - The Taxidermist,2010,4.19,75.0
The Sims 3: Ambitions,2010,4.04,74.0
Mafia II: Joe's Adventures,2010,2.96,61.0
PokePark Wii: Pikachu's Adventure,2010,4.0,62.0
Michael Jackson The Experience,2010,4.1,60.0
Red Steel 2,2010,4.08,80.0
Assassin's Creed II: Bonfire of the Vanities,2010,4.26,67.0
Resident Evil 5: Lost in Nightmares,2010,3.73,80.0
Epic Mickey,2010,4.18,73.0
Sin & Punishment: Star Successor,2010,4.33,87.0
Fate/Extra,2010,3.54,58.0
Assassin's Creed II: The Battle of Forli,2010,4.06,58.0
White Knight Chronicles,2010,3.0,64.0
Tatsunoko VS. Capcom: Ultimate All Stars,2010,4.29,85.0
Just Dance 2,2010,4.09,74.0
Asphalt 6: Adrenaline,2010,4.0,79.0
Mafia II DLC: Jimmy's Vendetta,2010,1.83,65.0
Saw 2: Flesh and Blood,2010,3.75,46.0
Guild Wars: Eye of the North,2010,3.9,79.0
DEAD RISING 2: CASE WEST,2010,3.44,74.0
Modern Combat 2: Black Pegasus,2010,3.82,90.0
Tony Hawk: Shred,2010,3.67,54.0
Eiyuu Densetsu: Zero no Kiseki,2010,3.88,85.0
Galaxy on Fire 2 HD,2010,3.86,76.0
Enslaved: Odyssey to the West - Pigsy's Perfect 10,2010,3.5,74.0
Gladiator Begins,2010,4.5,59.0
N.O.V.A. 2: Near Orbit Vanguard Alliance,2010,4.33,90.0
Prince of Persia: The Forgotten Sands (PSP),2010,2.12,72.0
DEAD OR ALIVE Paradise,2010,3.5,38.0
Portal 2,2011,4.58,95.0
The Elder Scrolls V: Skyrim,2011,4.42,94.0
Terraria,2011,4.07,81.0
Saints Row: The Third,2011,3.95,84.0
L.A. Noire,2011,4.16,83.0
Bastion,2011,4.15,86.0
Total War: SHOGUN 2,2011,3.61,90.0
Magicka,2011,3.8,74.0
Dead Island,2011,3.48,74.0
The Binding of Isaac,2011,3.91,84.0
Dead Space 2,2011,4.38,87.0
Batman: Arkham City,2011,4.41,94.0
Uncharted 3: Drake's Deception,2011,4.37,92.0
Homefront,2011,2.96,70.0
Call of Duty: Modern Warfare 3,2011,3.78,85.0
Deus Ex: Human Revolution,2011,4.37,89.0
To the Moon,2011,4.29,81.0
"Warhammer 40,000: Space Marine",2011,3.47,74.0
PAYDAY The Heist,2011,3.34,76.0
Tropico 4,2011,3.51,78.0
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011,3.25,76.0
Serious Sam 3: BFE,2011,3.46,72.0
F.E.A.R. 3,2011,3.35,74.0
Battlefield 3,2011,4.08,86.0
Assassin's Creed Revelations,2011,3.99,80.0
Rage,2011,3.42,79.0
Shadow of the Colossus (2011),2011,4.25,91.0
Red Faction: Armageddon,2011,3.04,75.0
Sonic Generations,2011,3.9,77.0
Outland,2011,2.9,83.0
Galactic Civilizations II: Ultimate Edition,2011,2.65,92.0
Renegade Ops,2011,2.98,76.0
SpaceChem,2011,3.1,84.0
Bulletstorm,2011,4.08,83.0
Rayman Origins,2011,4.13,86.0
Orcs Must Die!,2011,3.7,83.0
Anomaly: Warzone Earth,2011,2.91,80.0
Lord of the Rings: War in the North,2011,3.35,66.0
Alice: Madness Returns,2011,4.02,75.0
Duke Nukem Forever,2011,2.88,54.0
Dark Souls,2011,4.34,89.0
